"Road vehicle fleet at 31 December by vehicle category and age group"

"Age Group","Type of Vehicle","Country","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"> 5 and = < 10 years","Light goods road vehicles","Republic of Moldova",,,,25329,20888,16403,11372,7046,5201,4108,3512,23191,25537,12941,11991,,15315,24343,15583,16114,12695,11098,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Romania",,,,,,,,,,,,,,,,144692,154826,157574,204704,202734,,,,145917,115717,77650,76287,82619,86957
"> 5 and = < 10 years","Light goods road vehicles","Russian Federation",,,,,,,,,1446888,1308839,1305550,1186753,1137222,1060965,1102469,1096822,1070529,1027452,1032514,1120187,1218045,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","San Marino",,,,,,,,,,,678,706,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Serbia",,,,,,,,,,,,,,18817,21125,24603,31026,38166,41203,36588,39914,40895,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Slovakia",,,,,,,,20379,20289,23267,24497,33434,,,44518,47673,45642,,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Slovenia",9410,10379,10842,,12224,11703,11597,12190,13817,14060,,,20064,20508,21706,22550,22185,22668,24123,26516,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Spain",781609,941446,1069163,1053342,1124319,1154613,1077131,984051,898095,900265,975100,1108024,1220264,1202310,1279050,1306153,1332111,1359811,1435797,1527199,,1243128,1038840,818355,586191,500493,491794,507573,537230
"> 5 and = < 10 years","Light goods road vehicles","Sweden",,,146513,141033,124269,99290,92162,65952,52630,53148,66331,90639,116462,133312,149514,150043,144257,151157,141350,142202,136959,151928,135450,151499,164529,158522,150888,166811,172046
"> 5 and = < 10 years","Light goods road vehicles","Switzerland",91163,95883,103058,102466,97317,86203,78256,70876,67437,67358,72516,78897,86045,96000,100700,99300,98100,96300,95100,98300,85000,95000,115000,104100,110408,114334,119960,126870,130135
"> 5 and = < 10 years","Light goods road vehicles","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Turkiye",,,,,,,,,,,,524968,553393,473956,396601,512649,650217,,,,1034878,999972,951989,996860,1103323,1048318,1036922,1070842,
"> 5 and = < 10 years","Light goods road vehicles","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Ukraine",,,,,,,,263858,,,,,117007,,,139308,,136147,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","United Kingdom",,,,1059243,965704,849138,758816,736504,777053,836281,917241,986554,1042715,975570,1044980,1218377,1124228,1364430,1408350,,,,1102438,1047945,975653,966461,,,1296369
"> 5 and = < 10 years","Light goods road vehicles","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Light goods road vehicles","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Albania",,,,,,,,,,,,,,,,,,,,,,,,,697,587,469,201,195
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Austria",,,,,,,,,,,,,,,,,,,,,16851,17658,17013,16087,15483,14514,13552,13686,14063
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Azerbaijan",,,,,,,,,,,,,,,,,,,,,,,,,,16170,16708,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,2425,1962,1951,1143,1267
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Croatia",,,,,,,,,,,,,,,,,,,,,,,7223,6643,6015,5048,3734,3788,4177
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Cyprus",,,,,,,,,,,,,,,,,,,,,2334,1897,1558,1362,1157,953,952,952,867
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Czechia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Denmark",,,,,,,,,,,,,,,,,,,,,9501,10836,10629,9321,7988,6769,6449,6794,7450
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Estonia",,,,,,,,,,,,,,,,,,,,,3216,3008,2682,2205,1654,1265,1331,1425,1516
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Finland",,,,,,,,,,,,,,,,,,,,,,31210,28001,25428,22849,20683,20587,20794,20587
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","France",,,,,,,,,,,,,,,,,,,,,102950,98838,88791,77357,73106,69035,62487,60272,61000
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Germany",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Greece",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Hungary",,,,,,,,,,,,,,,,,,,,,9783,9757,8700,7771,6296,7028,6494,6584,7391
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Iceland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Ireland",,,,,,,,,,,,,,,,,,,,,9950,9550,8593,7102,4849,3869,3959,3758,5313
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Italy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Kazakhstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Latvia",,,,,,,,,,,,,,,,,,,,,,3150,2760,2309,1908,1502,1529,1604,1632
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Liechtenstein",,,,,,,,,,,,,,,,,,,,,123,130,123,115,102,93,90,93,93
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Lithuania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Luxembourg",,,,,,,,,,,,,,,,,,,,,1706,1694,1643,1712,1612,1545,1599,1589,1660
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Malta",,,,,,,,,,,,,,,,,,,,,1005,1207,1346,1270,1646,1919,2223,2044,1697
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,485,350,110,139,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Netherlands",,,,,,,,,,,,,,,,,,,,,,,20217,19974,19138,17889,15622,13624,13555
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","North Macedonia",,,,,,,,,,,,,,,,,,,,,,,,,7420,5987,5782,5919,6058
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Norway",,,,,,,,,,,,,,,,,,,,,,,,15194,13807,12320,12382,16301,15426
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Poland",,,,,,,,,,,,,,,,,,,,,63217,101597,99410,95496,91210,58777,47573,47807,49041
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Portugal",,,,,,,,,,,,,,,,,,,,,8945,8651,7918,6830,5861,5930,6075,5480,4499
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Republic of Moldova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Romania",,,,,,,,,,,,,,,,,,,,,,,,145917,115717,7513,7068,7192,7080
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","San Marino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Serbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Slovakia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Slovenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Spain",,,,,,,,,,,,,,,,,,,,,,74016,63902,53079,39148,29067,27170,27223,28206
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Sweden",,,,,,,,,,,,,,,,,,,,,17756,19192,19367,18208,17862,17064,15282,15283,17563
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Switzerland",,,,,,,,,,,,,,,,,,,,,11900,14300,14300,14300,13752,12875,12461,12488,12614
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Turkiye",,,,,,,,,,,,,,,,,,101394,116654,115914,124215,112081,91706,78765,83975,79420,81456,95597,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Ukraine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","United Kingdom",,,,,,,,,,,,,,,,,,,,,,,110415,100417,93870,91684,,,105930
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Lorries (vehicle wt over 3500 kg)","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Albania",2388,2532,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Armenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Austria",,,,,4298,3945,3680,3474,3237,3338,3748,4012,4213,3367,3505,3409,3446,3943,4132,4328,4593,4749,4132,3759,3856,3771,3705,4093,4415
"> 5 and = < 10 years","Road tractors","Azerbaijan",,,,,,,,,,,,,,,,1258,,,,1713,,,2616,,,,1845,,
"> 5 and = < 10 years","Road tractors","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Belgium",9272,10971,11971,12223,11942,10421,9027,9663,9660,10420,10979,13007,10079,10548,11083,10567,10023,10640,11745,12002,12970,13896,12608,12447,12263,12159,12320,13219,14829
"> 5 and = < 10 years","Road tractors","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,,,,,,,,2976,2518,,3353,4004
"> 5 and = < 10 years","Road tractors","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Canada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Croatia",,,2057,2380,2365,2009,1840,1981,1631,1670,2159,2701,3127,3543,3690,3469,2984,2697,2543,2675,3405,4251,4070,4287,4648,4329,3961,4682,5493
"> 5 and = < 10 years","Road tractors","Cyprus",,,,,,,,,,,,,964,1093,1127,1190,1228,1128,883,649,475,359,296,353,414,413,479,516,431
"> 5 and = < 10 years","Road tractors","Czechia",3494,4394,5638,6265,7673,7246,6640,6314,6768,6751,8533,9470,10324,10744,10198,7911,6014,4508,2941,2074,1264,899,551,378,255,226,160,152,142
"> 5 and = < 10 years","Road tractors","Denmark",2244,2354,2279,2027,1964,1798,1531,1572,1897,2016,2014,2411,2554,3000,2464,2083,,,,,3371,3815,3256,3135,2904,3122,3173,3796,4542
"> 5 and = < 10 years","Road tractors","Estonia",,,,,,,,,,,,,,,,2347,2230,2657,3301,4140,4667,4331,3821,3565,3057,2850,3165,3473,3585
"> 5 and = < 10 years","Road tractors","Finland",,,,,1612,1618,1528,1650,1751,1910,2288,2402,2304,2283,2507,2619,2619,3254,3671,4112,4620,4245,3634,3318,3008,2640,2762,2940,2984
"> 5 and = < 10 years","Road tractors","France",,,,,,79450,73694,76300,72121,74460,78177,101808,112748,115565,119941,104459,99689,89633,90337,91198,,1,,53951,44775,44457,43515,45239,49793
"> 5 and = < 10 years","Road tractors","Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Germany",,,,,,,47326,43409,40263,38480,42035,48789,51215,50691,36449,31627,32857,37559,43219,48160,53599,48313,45657,46419,45354,44602,46569,52186,56946
"> 5 and = < 10 years","Road tractors","Greece",,3190,3270,2900,1002,2700,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Hungary",,,11632,9415,7880,6897,6365,5332,6515,7044,7737,7654,9012,10642,11945,15330,15893,16539,16758,18547,17320,18887,18231,17327,17955,17010,17052,19565,22286
"> 5 and = < 10 years","Road tractors","Iceland",82,96,,,107,180,145,117,102,105,116,116,295,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Ireland",,,,,,,,,,,,,,,,,2006,2220,2758,3233,3405,4295,4533,3606,2617,2593,3156,3651,4560
"> 5 and = < 10 years","Road tractors","Israel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Italy",,,,,,,,,,28773,,,,,,38251,37811,38999,41227,41177,42302,43601,38149,34636,31985,26694,28101,27383,28490
"> 5 and = < 10 years","Road tractors","Kazakhstan",,,,,,,,,,1201,1222,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Kyrgyzstan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Latvia",,,,3379,3459,3298,2928,2429,2012,1857,2324,2727,3272,3867,3922,3104,2622,2630,3477,5007,5388,4710,4090,3700,3052,2996,3275,3724,4353
"> 5 and = < 10 years","Road tractors","Liechtenstein",,,,,,,,53,51,59,67,81,71,77,82,90,67,86,91,134,129,146,129,121,84,73,65,71,90
"> 5 and = < 10 years","Road tractors","Lithuania",,,,3611,4094,3896,3401,2977,2475,2459,3252,2730,4378,5096,5334,4994,4770,5963,7358,9337,9454,7243,6032,5782,5372,6462,6900,8401,11112
"> 5 and = < 10 years","Road tractors","Luxembourg",,,,,,,407,536,552,524,678,797,918,970,942,875,1391,1121,767,526,1465,1187,1026,1115,879,824,804,956,1118
"> 5 and = < 10 years","Road tractors","Malta",,,,,,,,787,275,278,,,230,210,200,238,162,180,167,161,187,217,215,208,225,170,227,254,283
"> 5 and = < 10 years","Road tractors","Monaco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Montenegro",,,,,,,,,,,,,,,,,,,,,,,,459,393,308,377,,
"> 5 and = < 10 years","Road tractors","Netherlands",,,,16700,17355,14648,14205,15352,16240,16706,19806,21196,22184,23349,23090,20883,20338,21778,25516,26838,,,23649,21577,20619,19419,18394,18890,22262
"> 5 and = < 10 years","Road tractors","North Macedonia",,,987,909,1754,1546,1106,905,875,1032,1171,,1276,1510,1100,1192,1417,1580,1952,1728,2226,2254,2213,1906,1290,981,1450,1774,2198
"> 5 and = < 10 years","Road tractors","Norway",,,,,,,,,,,,1469,1435,1436,1345,1185,1221,1535,1774,2204,2543,2312,1927,1810,1881,1906,2029,2607,2423
"> 5 and = < 10 years","Road tractors","Poland",,,,,,,,,,29790,34377,40217,40199,44557,52602,55382,52576,54891,48772,76743,57142,81523,104365,105876,114708,91645,91810,105466,118125
"> 5 and = < 10 years","Road tractors","Portugal",,,,,,9169,8806,8889,,,,,,,,,,12399,12680,11872,12641,13353,12968,11673,10643,12480,13429,14484,12632
"> 5 and = < 10 years","Road tractors","Republic of Moldova",,,,,,,,,,,,,1400,1836,1337,,548,523,258,135,2500,1963,1430,958,850,270,63,1596,
"> 5 and = < 10 years","Road tractors","Romania",,,,,,,,,,,,,,,,14267,14306,13989,8277,29513,33727,33243,34726,37700,34227,31644,36756,41118,44346
"> 5 and = < 10 years","Road tractors","Russian Federation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","San Marino",,,,,,,,,,,20,28,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Serbia",,,,,,,,,,,,,,1048,1217,1068,1342,476,528,605,657,652,,,,,,,
"> 5 and = < 10 years","Road tractors","Slovakia",,,,,,,,741,741,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Slovenia",,,,,978,1032,1041,1106,1319,1272,,,2068,2296,2496,2628,2700,2918,3196,4086,4879,4489,4419,4892,4617,4445,5398,6434,7286
"> 5 and = < 10 years","Road tractors","Spain",24828,32820,37420,36692,38920,37691,31587,25754,25987,34154,,,,54240,59914,61458,63595,64085,65984,66187,72278,63518,56201,51518,44222,41107,47078,55625,62266
"> 5 and = < 10 years","Road tractors","Sweden",,,2239,1935,1716,1496,1432,1075,1063,1446,1525,1744,2002,2212,2163,1852,1730,1917,2149,2352,2745,3036,2966,2634,2500,2237,1965,2060,2479
"> 5 and = < 10 years","Road tractors","Switzerland",,2217,2539,2555,2535,2342,2203,2075,2236,2341,2592,2872,3160,3700,4000,3600,3200,3200,3200,3700,3500,4700,4900,4300,3733,3331,3485,3845,4125
"> 5 and = < 10 years","Road tractors","Tajikistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Turkiye",,,,,,,,,,,,15762,15668,13857,12012,19552,25458,33572,43570,43726,52643,53596,50637,64154,80113,84990,94084,112946,
"> 5 and = < 10 years","Road tractors","Turkmenistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Ukraine",,,,,,,,17541,,,,,16425,,,24895,,24877,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","United Kingdom",,,,,,56049,59811,64333,67182,70906,69245,69130,61079,17670,14048,16958,19476,26983,31585,,,,31474,33607,33730,37727,,,49485
"> 5 and = < 10 years","Road tractors","United States",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 5 and = < 10 years","Road tractors","Uzbekistan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Albania",36000,42000,,,,,,,,,,,,,,,,,,,,,,,285145,317011,333982,311525,321337
"> 10 and = < 20 years","Passenger cars","Andorra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Armenia",1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Austria",,910000,978610,1043258,1112000,1200000,1294000,1359000,1449000,1290000,1348000,1376000,1408000,1205000,1264000,1291000,1311000,1368000,1413000,1446000,1244130,1282463,1333654,1378947,1405215,1425234,1438535,1485371,1519698
"> 10 and = < 20 years","Passenger cars","Azerbaijan",,,,,,,,171803,,,,,246321,310814,334097,360100,387000,391900,541400,592994,684146,681753,741141,,830731,896307,939033,,
"> 10 and = < 20 years","Passenger cars","Belarus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Belgium",778000,792000,882000,982000,1087000,1187000,1253000,1303000,1359000,1412000,1420000,1430000,1209000,1190000,1204000,1214000,1254000,1291000,1354000,1357000,1111637,1136311,1192480,1398301,1446808,1470556,1466901,1478741,1541127
"> 10 and = < 20 years","Passenger cars","Bosnia and Herzegovina",,,,,,,,,,,,,,,,,,531061,546005,571762,317118,345644,649283,,515230,561984,584218,556999,537201
"> 10 and = < 20 years","Passenger cars","Bulgaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Canada",,,,,,,,1039000,1469000,1258323,1358358,1396000,5887506,,,6226419,,,,,,,,,,,,,
"> 10 and = < 20 years","Passenger cars","Croatia",,,244000,328000,370000,413000,464000,523000,572000,620000,617000,610000,596000,590000,656000,700000,721000,730000,763000,738000,782000,836000,738776,784321,811354,844975,884817,880437,881859
"> 10 and = < 20 years","Passenger cars","Cyprus",,84000,89000,89000,90000,95000,102000,112000,121000,127000,137000,151000,162000,172000,182000,191000,198000,200000,207000,218000,192479,210966,228144,249295,268031,281901,284668,283537,288389
"> 10 and = < 20 years","Passenger cars","Czechia",1471467,1582989,1730390,1887888,2038431,2114275,2018000,2021200,2058200,2129900,2092658,2087000,2152000,2281000,2480000,2606000,2630000,2699000,2767000,2549000,2713559,2845833,3071755,3216519,3370770,3493843,3636737,3769275,3800800
"> 10 and = < 20 years","Passenger cars","Denmark",524231,501026,520000,587000,640000,640000,613000,596000,603000,603000,688793,680395,720193,757000,796000,840000,,,,,677080,652137,644630,764144,777599,773214,741218,765639,807803
